0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,1.253332335643042583e-01
2.000000000000000042e-02,2.486898871648547948e-01
2.999999999999999889e-02,3.681245526846779192e-01
4.000000000000000083e-02,4.817536741017153235e-01
5.000000000000000278e-02,5.877852522924731371e-01
5.999999999999999778e-02,6.845471059286886151e-01
7.000000000000000666e-02,7.705132427757892533e-01
8.000000000000000167e-02,8.443279255020150753e-01
8.999999999999999667e-02,9.048270524660195768e-01
1.000000000000000056e-01,9.510565162951535312e-01
1.100000000000000006e-01,9.822872507286886101e-01
1.199999999999999956e-01,9.980267284282715590e-01
1.300000000000000044e-01,9.980267284282715590e-01
1.400000000000000133e-01,9.822872507286886101e-01
1.499999999999999944e-01,9.510565162951536422e-01
1.600000000000000033e-01,9.048270524660194658e-01
1.700000000000000122e-01,8.443279255020149643e-01
1.799999999999999933e-01,7.705132427757892533e-01
1.900000000000000022e-01,6.845471059286888371e-01
2.000000000000000111e-01,5.877852522924732481e-01
2.099999999999999922e-01,4.817536741017156010e-01
2.200000000000000011e-01,3.681245526846781413e-01
2.300000000000000100e-01,2.486898871648547948e-01
2.399999999999999911e-01,1.253332335643045359e-01
2.500000000000000000e-01,1.224646799147353207e-16
2.600000000000000089e-01,-1.253332335643043138e-01
2.700000000000000178e-01,-2.486898871648550169e-01
2.800000000000000266e-01,-3.681245526846783633e-01
2.899999999999999800e-01,-4.817536741017149904e-01
2.999999999999999889e-01,-5.877852522924730261e-01
3.099999999999999978e-01,-6.845471059286887261e-01
3.200000000000000067e-01,-7.705132427757893643e-01
3.300000000000000155e-01,-8.443279255020152974e-01
3.400000000000000244e-01,-9.048270524660197989e-01
3.500000000000000333e-01,-9.510565162951535312e-01
3.599999999999999867e-01,-9.822872507286887211e-01
3.699999999999999956e-01,-9.980267284282715590e-01
3.800000000000000044e-01,-9.980267284282715590e-01
3.900000000000000133e-01,-9.822872507286887211e-01
4.000000000000000222e-01,-9.510565162951536422e-01
4.100000000000000311e-01,-9.048270524660195768e-01
4.199999999999999845e-01,-8.443279255020155194e-01
4.299999999999999933e-01,-7.705132427757895863e-01
4.400000000000000022e-01,-6.845471059286889481e-01
4.500000000000000111e-01,-5.877852522924732481e-01
4.600000000000000200e-01,-4.817536741017153235e-01
4.700000000000000289e-01,-3.681245526846778082e-01
4.799999999999999822e-01,-2.486898871648553500e-01
4.899999999999999911e-01,-1.253332335643046747e-01
5.000000000000000000e-01,-2.449293598294706414e-16
5.100000000000000089e-01,1.253332335643041751e-01
5.200000000000000178e-01,2.486898871648549059e-01
5.300000000000000266e-01,3.681245526846782523e-01
5.400000000000000355e-01,4.817536741017157120e-01
5.500000000000000444e-01,5.877852522924736922e-01
5.600000000000000533e-01,6.845471059286892812e-01
5.700000000000000622e-01,7.705132427757892533e-01
5.799999999999999600e-01,8.443279255020147422e-01
5.899999999999999689e-01,9.048270524660193548e-01
5.999999999999999778e-01,9.510565162951534202e-01
6.099999999999999867e-01,9.822872507286886101e-01
6.199999999999999956e-01,9.980267284282715590e-01
6.300000000000000044e-01,9.980267284282715590e-01
6.400000000000000133e-01,9.822872507286886101e-01
6.500000000000000222e-01,9.510565162951536422e-01
6.600000000000000311e-01,9.048270524660192438e-01
6.700000000000000400e-01,8.443279255020150753e-01
6.800000000000000488e-01,7.705132427757885871e-01
6.900000000000000577e-01,6.845471059286883930e-01
7.000000000000000666e-01,5.877852522924733591e-01
7.099999999999999645e-01,4.817536741017161561e-01
7.199999999999999734e-01,3.681245526846779748e-01
7.299999999999999822e-01,2.486898871648554887e-01
7.399999999999999911e-01,1.253332335643038975e-01
7.500000000000000000e-01,3.673940397442059375e-16
7.600000000000000089e-01,-1.253332335643031759e-01
7.700000000000000178e-01,-2.486898871648547393e-01
7.800000000000000266e-01,-3.681245526846772531e-01
7.900000000000000355e-01,-4.817536741017156010e-01
8.000000000000000444e-01,-5.877852522924728040e-01
8.100000000000000533e-01,-6.845471059286891702e-01
8.200000000000000622e-01,-7.705132427757891422e-01
8.300000000000000711e-01,-8.443279255020156304e-01
8.399999999999999689e-01,-9.048270524660189107e-01
8.499999999999999778e-01,-9.510565162951534202e-01
8.599999999999999867e-01,-9.822872507286884991e-01
8.699999999999999956e-01,-9.980267284282715590e-01
8.800000000000000044e-01,-9.980267284282715590e-01
8.900000000000000133e-01,-9.822872507286886101e-01
9.000000000000000222e-01,-9.510565162951537532e-01
9.100000000000000311e-01,-9.048270524660192438e-01
9.200000000000000400e-01,-8.443279255020151863e-01
9.300000000000000488e-01,-7.705132427757885871e-01
9.400000000000000577e-01,-6.845471059286885041e-01
9.500000000000000666e-01,-5.877852522924734702e-01
9.599999999999999645e-01,-4.817536741017162671e-01
9.699999999999999734e-01,-3.681245526846780858e-01
9.799999999999999822e-01,-2.486898871648555998e-01
9.899999999999999911e-01,-1.253332335643040363e-01
1.000000000000000000e+00,-4.898587196589412829e-16
1.010000000000000009e+00,1.253332335643030371e-01
1.020000000000000018e+00,2.486898871648546283e-01
1.030000000000000027e+00,3.681245526846771421e-01
1.040000000000000036e+00,4.817536741017154900e-01
1.050000000000000044e+00,5.877852522924728040e-01
1.060000000000000053e+00,6.845471059286890592e-01
1.070000000000000062e+00,7.705132427757891422e-01
1.080000000000000071e+00,8.443279255020155194e-01
1.090000000000000080e+00,9.048270524660195768e-01
1.100000000000000089e+00,9.510565162951539753e-01
1.110000000000000098e+00,9.822872507286888322e-01
1.120000000000000107e+00,9.980267284282716700e-01
1.130000000000000115e+00,9.980267284282715590e-01
1.140000000000000124e+00,9.822872507286886101e-01
1.150000000000000133e+00,9.510565162951531981e-01
1.159999999999999920e+00,9.048270524660200209e-01
1.169999999999999929e+00,8.443279255020161855e-01
1.179999999999999938e+00,7.705132427757898084e-01
1.189999999999999947e+00,6.845471059286899473e-01
1.199999999999999956e+00,5.877852522924736922e-01
1.209999999999999964e+00,4.817536741017164892e-01
1.219999999999999973e+00,3.681245526846781968e-01
1.229999999999999982e+00,2.486898871648557108e-01
1.239999999999999991e+00,1.253332335643041473e-01
1.250000000000000000e+00,6.123233995736766282e-16
1.260000000000000009e+00,-1.253332335643029261e-01
1.270000000000000018e+00,-2.486898871648545450e-01
1.280000000000000027e+00,-3.681245526846786964e-01
1.290000000000000036e+00,-4.817536741017153235e-01
1.300000000000000044e+00,-5.877852522924725820e-01
1.310000000000000053e+00,-6.845471059286876159e-01
1.320000000000000062e+00,-7.705132427757901414e-01
1.330000000000000071e+00,-8.443279255020155194e-01
1.340000000000000080e+00,-9.048270524660195768e-01
1.350000000000000089e+00,-9.510565162951534202e-01
1.360000000000000098e+00,-9.822872507286890542e-01
1.370000000000000107e+00,-9.980267284282716700e-01
1.380000000000000115e+00,-9.980267284282715590e-01
1.390000000000000124e+00,-9.822872507286887211e-01
1.400000000000000133e+00,-9.510565162951537532e-01
1.409999999999999920e+00,-9.048270524660201319e-01
1.419999999999999929e+00,-8.443279255020161855e-01
1.429999999999999938e+00,-7.705132427757910296e-01
1.439999999999999947e+00,-6.845471059286887261e-01
1.449999999999999956e+00,-5.877852522924736922e-01
1.459999999999999964e+00,-4.817536741017165447e-01
1.469999999999999973e+00,-3.681245526846799176e-01
1.479999999999999982e+00,-2.486898871648541010e-01
1.489999999999999991e+00,-1.253332335643042583e-01
1.500000000000000000e+00,-7.347880794884118750e-16
1.510000000000000009e+00,1.253332335643028150e-01
1.520000000000000018e+00,2.486898871648527132e-01
1.530000000000000027e+00,3.681245526846785854e-01
1.540000000000000036e+00,4.817536741017152124e-01
1.550000000000000044e+00,5.877852522924724710e-01
1.560000000000000053e+00,6.845471059286876159e-01
1.570000000000000062e+00,7.705132427757901414e-01
1.580000000000000071e+00,8.443279255020154084e-01
1.590000000000000080e+00,9.048270524660194658e-01
1.600000000000000089e+00,9.510565162951533091e-01
1.610000000000000098e+00,9.822872507286890542e-01
1.620000000000000107e+00,9.980267284282716700e-01
1.630000000000000115e+00,9.980267284282715590e-01
1.640000000000000124e+00,9.822872507286887211e-01
1.650000000000000133e+00,9.510565162951538642e-01
1.660000000000000142e+00,9.048270524660186886e-01
1.669999999999999929e+00,8.443279255020162966e-01
1.679999999999999938e+00,7.705132427757910296e-01
1.689999999999999947e+00,6.845471059286887261e-01
1.699999999999999956e+00,5.877852522924738032e-01
1.709999999999999964e+00,4.817536741017166557e-01
1.719999999999999973e+00,3.681245526846800287e-01
1.729999999999999982e+00,2.486898871648542120e-01
1.739999999999999991e+00,1.253332335643043971e-01
1.750000000000000000e+00,8.572527594031472204e-16
1.760000000000000009e+00,-1.253332335643026763e-01
1.770000000000000018e+00,-2.486898871648526022e-01
1.780000000000000027e+00,-3.681245526846784744e-01
1.790000000000000036e+00,-4.817536741017151014e-01
1.800000000000000044e+00,-5.877852522924723599e-01
1.810000000000000053e+00,-6.845471059286875048e-01
1.820000000000000062e+00,-7.705132427757900304e-01
1.830000000000000071e+00,-8.443279255020154084e-01
1.840000000000000080e+00,-9.048270524660194658e-01
1.850000000000000089e+00,-9.510565162951533091e-01
1.860000000000000098e+00,-9.822872507286890542e-01
1.870000000000000107e+00,-9.980267284282716700e-01
1.880000000000000115e+00,-9.980267284282715590e-01
1.890000000000000124e+00,-9.822872507286887211e-01
1.900000000000000133e+00,-9.510565162951538642e-01
1.910000000000000142e+00,-9.048270524660186886e-01
1.919999999999999929e+00,-8.443279255020162966e-01
1.929999999999999938e+00,-7.705132427757911406e-01
1.939999999999999947e+00,-6.845471059286888371e-01
1.949999999999999956e+00,-5.877852522924739143e-01
1.959999999999999964e+00,-4.817536741017167667e-01
1.969999999999999973e+00,-3.681245526846801952e-01
1.979999999999999982e+00,-2.486898871648543785e-01
1.989999999999999991e+00,-1.253332335643045081e-01
